COMMAND: D:\Games\piper_sim\.venv\Scripts\python.exe -B -m piper_rl.scripts.train --task human-aware --human-preset randomized --human-difficulty 1.0 --algo sac --timesteps 2000000 --n-envs 4 --seed 2 --run-name human_aware_random_full_s2 --out runs --eval-freq 20000 --n-eval-episodes 15 --checkpoint-freq 50000 --action-mode cartesian --device auto
Using cpu device

======================================================================
SAC  |  2,000,000 steps  |  4 env(s)  |  obs (64,)  |  act (5,)
run dir: runs\human_aware_random_full_s2
======================================================================

Logging to runs\human_aware_random_full_s2\tb\SAC_1
D:\Games\piper_sim\.venv\Lib\site-packages\stable_baselines3\common\callbacks.py:419: UserWarning: Training and eval env are not of the same type<stable_baselines3.common.vec_env.subproc_vec_env.SubprocVecEnv object at 0x000001FDDD553ED0> != <stable_baselines3.common.vec_env.dummy_vec_env.DummyVecEnv object at 0x000001FDDD513350>
  warnings.warn("Training and eval env are not of the same type" f"{self.training_env} != {self.eval_env}")
---------------------------------------------
| rollout/                       |          |
|    completion_time             | 6.31     |
|    ep_len                      | 126      |
|    ep_len_mean                 | 122      |
|    ep_rew_mean                 | -45.7    |
|    episodes                    | 589      |
|    grasp_rate                  | 0.3      |
|    human_collision_rate        | 0.28     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 54.9     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.106    |
|    near_misses                 | 0.52     |
|    place_err_mm                | 258      |
|    proximity_steps             | 25.7     |
|    safety_clamped              | 109      |
|    success_rate                | 0.07     |
|    waiting_steps               | 19.2     |
| time/                          |          |
|    episodes                    | 590      |
|    fps                         | 40       |
|    time_elapsed                | 1756     |
|    total_timesteps             | 71952    |
| train/                         |          |
|    actor_loss                  | 14.2     |
|    critic_loss                 | 16.6     |
|    ent_coef                    | 0.037    |
|    ent_coef_loss               | 0.346    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 66948    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0.54     |
|    completion_time             | 6.3      |
|    ep_len                      | 126      |
|    episodes                    | 590      |
|    grasp_rate                  | 0.3      |
|    human_collision_rate        | 0.26     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 53.3     |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.106    |
|    near_misses                 | 0.52     |
|    place_err_mm                | 259      |
|    proximity_steps             | 25.8     |
|    safety_clamped              | 109      |
|    success_rate                | 0.04     |
|    waiting_steps               | 18.9     |
| train/                         |          |
|    actor_loss                  | 14.4     |
|    critic_loss                 | 20.8     |
|    ent_coef                    | 0.0371   |
|    ent_coef_loss               | 0.618    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 66996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 0.2      |
|    completion_time             | 6.37     |
|    ep_len                      | 127      |
|    ep_len_mean                 | 123      |
|    ep_rew_mean                 | -46.9    |
|    episodes                    | 599      |
|    grasp_rate                  | 0.3      |
|    human_collision_rate        | 0.22     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 50       |
|    lift_rate                   | 0.1      |
|    minimum_human_distance      | 0.115    |
|    near_misses                 | 0.46     |
|    place_err_mm                | 261      |
|    proximity_steps             | 24.8     |
|    safety_clamped              | 110      |
|    success_rate                | 0.06     |
|    waiting_steps               | 17.3     |
| time/                          |          |
|    episodes                    | 600      |
|    fps                         | 40       |
|    time_elapsed                | 1783     |
|    total_timesteps             | 73080    |
| train/                         |          |
|    actor_loss                  | 15.5     |
|    critic_loss                 | 20.3     |
|    ent_coef                    | 0.0356   |
|    ent_coef_loss               | -0.962   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 68076    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 0.24     |
|    completion_time             | 5.93     |
|    ep_len                      | 119      |
|    episodes                    | 607      |
|    grasp_rate                  | 0.38     |
|    human_collision_rate        | 0.22     |
|    human_difficulty            | 1        |
